1.407087377953229,2.827023061573763,5.303803578289024,1,0
1.8920078916041205,3.218199941722967,4.900647876585904,1,1
0.737902505682051,3.023853126586222,4.993649850560972,1,2
1.0104791077394906,3.8916436496719733,5.081337947915708,1,3
1.233275231250452,3.475718557459095,4.723342186523221,1,4
0.8298185518227171,2.782942513186447,5.695284417616251,1,5
8.198267823153897,3.728556158687789,5.343058811600974,2,6
8.101717148176638,2.5880026631703594,6.9363357885033,2,7
8.123280750294821,2.5591928935730595,5.571989771719879,2,8
8.682701631207273,3.1060357362573194,6.789460233095316,2,9
8.239742374169577,3.3602453046985974,6.474330816225578,2,10
7.515508787747101,3.7415970511670213,6.333850940058663,2,11
1.6581631293894619,6.846305943990882,4.009164561126205,3,12
2.7646170154567677,6.228670113341802,4.400592794521832,3,13
3.298048241603169,7.5649029792278935,4.6318472810411055,3,14
1.9225472056700545,6.577128240118674,5.333601467859549,3,15
2.5657568059396922,6.155546811845581,5.459625623861235,3,16
1.9190990301433408,7.4577553228697395,4.921380106228125,3,17
7.689011662978026,7.947169680574242,7.584944341890547,4,18
7.063774976011731,8.158846705598142,7.667788452845346,4,19
8.48693387174194,8.301479206025626,7.054196181828341,4,20
8.905679722915666,7.384034048741925,7.566302003233118,4,21
8.062367003241214,7.300086126825678,8.335797751499554,4,22
7.648648027117526,8.486959835740004,7.701767615736943,4,23
5.363742050632201,4.383479038774505,0.29443373968742803,5,24
4.102423725756947,4.161653293105397,1.2811155434530073,5,25
5.437205358034856,4.558127791621684,1.0681956403154749,5,26
4.7911040177606665,4.702822925635518,0.7921409689592684,5,27
4.470245827490421,4.055292709987436,1.1483650025243435,5,28
6.145872354698216,3.441044410862099,0.852166368816438,5,29
